BU_DESC__c,BU_ID__c,Code_Indexing__c,COUNTRY_ID__c,COUNTRY__c,GM_DESC__c,GM_ID__c,MARKET_DESC__c,MARKET_ID__c,Name,Product_Id__c,Product_Name__c,RHMS_Vertical_Id__c,SBU1_DESC__c,SBU1_ID__c,SBU2_DESC__c,SBU2_ID__c,STATE_ID__c,SUBVERTICAL_DESC__c,SUBVERTICAL_ID__c,VERTICAL_DESC__c,VERTICAL_ID__c
France,123,GGM||3||123||416||1161,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|France|CBA|CBC Digital Operations,,,,CBA,416,CBC Digital Operations,1161,,,,,
France,123,GGM||3||123||416||765,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|France|CBA|BFSI,,,,CBA,416,BFSI,765,,,,,
France,123,GGM||3||123||554||1081,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|France|KIS|P&R,,,,KIS,554,P&R,1081,,,,,
Nordics,125,GGM||3||125||307||445,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|NORWAY|NORWAY,,,,NORWAY,307,NORWAY,445,,,,,
Nordics,125,GGM||3||125||307||700,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|NORWAY|RCG Europe,,,,NORWAY,307,RCG Europe,700,,,,,
Nordics,125,GGM||3||125||307||726,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|NORWAY|Storebrand,,,,NORWAY,307,Storebrand,726,,,,,
Nordics,125,GGM||3||125||308||446,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|SWEDEN|SWEDEN,,,,SWEDEN,308,SWEDEN,446,,,,,
Nordics,125,GGM||3||125||308||699,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|SWEDEN|RCG Europe,,,,SWEDEN,308,RCG Europe,699,,,,,
Nordics,125,GGM||3||125||309||447,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|FINLAND|FINLAND,,,,FINLAND,309,FINLAND,447,,,,,
Nordics,125,GGM||3||125||309||698,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|FINLAND|RCG Europe,,,,FINLAND,309,RCG Europe,698,,,,,
Nordics,125,GGM||3||125||310||448,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|DENMARK|DENMARK,,,,DENMARK,310,DENMARK,448,,,,,
Nordics,125,GGM||3||125||310||697,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|DENMARK|RCG Europe,,,,DENMARK,310,RCG Europe,697,,,,,
Nordics,125,GGM||3||125||459||923,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Nordics|Frontica|Frontica,,,,Frontica,459,Frontica,923,,,,,
South Europe,127,GGM||3||127||311||449,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|SPAIN|SPAIN,,,,SPAIN,311,SPAIN,449,,,,,
South Europe,127,GGM||3||127||311||701,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|SPAIN|RCG Europe,,,,SPAIN,311,RCG Europe,701,,,,,
South Europe,127,GGM||3||127||311||708,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|SPAIN|LS,,,,SPAIN,311,LS,708,,,,,
South Europe,127,GGM||3||127||311||709,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|SPAIN|BFSI,,,,SPAIN,311,BFSI,709,,,,,
South Europe,127,GGM||3||127||311||710,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|SPAIN|P&R,,,,SPAIN,311,P&R,710,,,,,
South Europe,127,GGM||3||127||311||711,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|SPAIN|CIMET,,,,SPAIN,311,CIMET,711,,,,,
South Europe,127,GGM||3||127||312||450,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|ITALY|ITALY,,,,ITALY,312,ITALY,450,,,,,
South Europe,127,GGM||3||127||312||712,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|ITALY|LS,,,,ITALY,312,LS,712,,,,,
South Europe,127,GGM||3||127||312||713,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|ITALY|BFSI,,,,ITALY,312,BFSI,713,,,,,
South Europe,127,GGM||3||127||312||918,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|ITALY|P&R,,,,ITALY,312,P&R,918,,,,,
South Europe,127,GGM||3||127||313||451,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|PORTUGAL|PORTUGAL,,,,PORTUGAL,313,PORTUGAL,451,,,,,
South Europe,127,GGM||3||127||313||714,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|South Europe|PORTUGAL|LS,,,,PORTUGAL,313,LS,714,,,,,
Africa,134,GGM||3||134||345||518,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Africa|SOUTH AFRICA|SOUTH AFRICA,,,,SOUTH AFRICA,345,SOUTH AFRICA,518,,,,,
Africa,134,GGM||3||134||345||669,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Africa|SOUTH AFRICA|Google Global,,,,SOUTH AFRICA,345,Google Global,669,,,,,
Africa,134,GGM||3||134||346||519,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Africa|KENYA|KENYA,,,,KENYA,346,KENYA,519,,,,,
Africa,134,GGM||3||134||347||520,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Africa|NIGERIA|NIGERIA,,,,NIGERIA,347,NIGERIA,520,,,,,
Africa,134,GGM||3||134||347||672,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Africa|NIGERIA|Google Global,,,,NIGERIA,347,Google Global,672,,,,,
Continental Europe,57,GGM||3||57||113||213,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|BELGIUM|BELGIUM 1,,,,BELGIUM,113,BELGIUM 1,213,,,,,
Continental Europe,57,GGM||3||57||113||214,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|BELGIUM|AXA BELGIUM,,,,BELGIUM,113,AXA BELGIUM,214,,,,,
Continental Europe,57,GGM||3||57||146||227,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|UBS - CE|UBS - CE - CE,,,,UBS - CE,146,UBS - CE - CE,227,,,,,
Continental Europe,57,GGM||3||57||50||218,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|GERMANY|TSYS GERMANY,,,,GERMANY,50,TSYS GERMANY,218,,,,,
Continental Europe,57,GGM||3||57||50||367,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|GERMANY|GERMANY BFSI,,,,GERMANY,50,GERMANY BFSI,367,,,,,
Continental Europe,57,GGM||3||57||50||368,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|GERMANY|GERMANY LS,,,,GERMANY,50,GERMANY LS,368,,,,,
Continental Europe,57,GGM||3||57||50||369,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|GERMANY|GERMANY RHMLEUCG,,,,GERMANY,50,GERMANY RHMLEUCG,369,,,,,
Continental Europe,57,GGM||3||57||50||370,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|GERMANY|GERMANY CIMET,,,,GERMANY,50,GERMANY CIMET,370,,,,,
Continental Europe,57,GGM||3||57||51||215,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|FRANCE|FRANCE 1,,,,FRANCE,51,FRANCE 1,215,,,,,
Continental Europe,57,GGM||3||57||51||216,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|FRANCE|AXA FRANCE,,,,FRANCE,51,AXA FRANCE,216,,,,,
Continental Europe,57,GGM||3||57||51||242,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|FRANCE|GALILEO,,,,FRANCE,51,GALILEO,242,,,,,
Continental Europe,57,GGM||3||57||52||219,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|HOLLAND|HOLLAND1,,,,HOLLAND,52,HOLLAND1,219,,,,,
Continental Europe,57,GGM||3||57||53||221,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|SWITZERLAND|SWITZERLAND 1,,,,SWITZERLAND,53,SWITZERLAND 1,221,,,,,
Continental Europe,57,GGM||3||57||53||222,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|SWITZERLAND|AXA SWISS,,,,SWITZERLAND,53,AXA SWISS,222,,,,,
Continental Europe,57,GGM||3||57||53||223,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|SWITZERLAND|CS SWISS,,,,SWITZERLAND,53,CS SWISS,223,,,,,
Continental Europe,57,GGM||3||57||76||301,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|NORDICS|SWEDEN,,,,NORDICS,76,SWEDEN,301,,,,,
Continental Europe,57,GGM||3||57||76||302,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|NORDICS|NORWAY,,,,NORDICS,76,NORWAY,302,,,,,
Continental Europe,57,GGM||3||57||76||303,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|NORDICS|FINLAND,,,,NORDICS,76,FINLAND,303,,,,,
Continental Europe,57,GGM||3||57||76||304,,,CONTINENTAL EUROPE,3,GGM,GGM,GGM|CONTINENTAL EUROPE|Continental Europe|NORDICS|DENMARK,,,,NORDICS,76,DENMARK,304,,,,,
RCGTH-NA,1,NA||46||1||599||1170,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Central|Central 4,,,,RCG US Central,599,Central 4,1170,,,,,
RCGTH-NA,1,NA||46||1||599||1171,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Central|Central 5,,,,RCG US Central,599,Central 5,1171,,,,,
RCGTH-NA,1,NA||46||1||599||1172,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Central|Central 6,,,,RCG US Central,599,Central 6,1172,,,,,
RCGTH-NA,1,NA||46||1||599||1173,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Central|Central 7,,,,RCG US Central,599,Central 7,1173,,,,,
RCGTH-NA,1,NA||46||1||599||1174,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Central|Central 8,,,,RCG US Central,599,Central 8,1174,,,,,
RCGTH-NA,1,NA||46||1||129||182,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|RCG - US EASTERN,,,,RCG US Eastern,129,RCG - US EASTERN,182,,,,,
RCGTH-NA,1,NA||46||1||129||191,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|RCG - US WESTERN,,,,RCG US Eastern,129,RCG - US WESTERN,191,,,,,
RCGTH-NA,1,NA||46||1||129||211,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|RETAIL - US AI,,,,RCG US Eastern,129,RETAIL - US AI,211,,,,,
RCGTH-NA,1,NA||46||1||129||298,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|RETAIL - Z,,,,RCG US Eastern,129,RETAIL - Z,298,,,,,
RCGTH-NA,1,NA||46||1||439,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|Retail Ecom,,,,Retail Ecom,439,,,,,,,
RCGTH-NA,1,NA||46||1||455,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|Kbace,,,,Kbace,455,,,,,,,
RCGTH-NA,1,NA||46||1||599,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Central,,,,RCG US Central,599,,,,,,,
RCGTH-NA,1,NA||46||1||81,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|EASTERN-RETAIL,,,,EASTERN-RETAIL,81,,,,,,,
RCGTH-NA,1,NA||46||1||615||1222,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US MARS|MARS,,,,RCG US MARS,615,MARS,1222,,,,,
RCGTH-NA,1,NA||46||1||129||343,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|RETAIL- US WAL-MART,,,,RCG US Eastern,129,RETAIL- US WAL-MART,343,,,,,
RCGTH-NA,1,NA||46||1||129||344,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|RETAIL-USSOUTHCNTRL,,,,RCG US Eastern,129,RETAIL-USSOUTHCNTRL,344,,,,,
RCGTH-NA,1,NA||46||1||614,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US WBA,,,,RCG US WBA,614,,,,,,,
RCGTH-NA,1,NA||46||1||615,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US MARS,,,,RCG US MARS,615,,,,,,,
RCGTH-NA,1,NA||46||1||129||345,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|RCG - US NORTH CENTRAL,,,,RCG US Eastern,129,RCG - US NORTH CENTRAL,345,,,,,
RCGTH-NA,1,NA||46||1||129||547,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|CG-USSOUTHCNTRL,,,,RCG US Eastern,129,CG-USSOUTHCNTRL,547,,,,,
RCGTH-NA,1,NA||46||1||129||564,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|RCG – US GVTSECTOR,,,,RCG US Eastern,129,RCG – US GVTSECTOR,564,,,,,
RCGTH-NA,1,NA||46||1||129||656,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|Sourcenet,,,,RCG US Eastern,129,Sourcenet,656,,,,,
RCGTH-NA,1,NA||46||1||129||873,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|Canada,,,,RCG US Eastern,129,Canada,873,,,,,
RCGTH-NA,1,NA||46||1||129||874,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|North East,,,,RCG US Eastern,129,North East,874,,,,,
RCGTH-NA,1,NA||46||1||129||875,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|Rest of East A,,,,RCG US Eastern,129,Rest of East A,875,,,,,
RCGTH-NA,1,NA||46||1||129||876,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|Rest of East B,,,,RCG US Eastern,129,Rest of East B,876,,,,,
RCGTH-NA,1,NA||46||1||129||877,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern|South East,,,,RCG US Eastern,129,South East,877,,,,,
RCGTH-NA,1,NA||46||1||337||477,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG Latam|RHCG Brazil,,,,RCG Latam,337,RHCG Brazil,477,,,,,
RCGTH-NA,1,NA||46||1||337||881,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG Latam|RCG Brazil,,,,RCG Latam,337,RCG Brazil,881,,,,,
RCGTH-NA,1,NA||46||1||337||882,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG Latam|RCG RO_ LATAM,,,,RCG Latam,337,RCG RO_ LATAM,882,,,,,
RCGTH-NA,1,NA||46||1||437||1147,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Western|West 1,,,,RCG US Western,437,West 1,1147,,,,,
RCGTH-NA,1,NA||46||1||437||1148,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Western|West 2,,,,RCG US Western,437,West 2,1148,,,,,
RCGTH-NA,1,NA||46||1||437||1149,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Western|West 3,,,,RCG US Western,437,West 3,1149,,,,,
RCGTH-NA,1,NA||46||1||128,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North East,,,,T&H US North East,128,,,,,,,
RCGTH-NA,1,NA||46||1||129,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Eastern,,,,RCG US Eastern,129,,,,,,,
RCGTH-NA,1,NA||46||1||437||1212,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Western|West 6,,,,RCG US Western,437,West 6,1212,,,,,
RCGTH-NA,1,NA||46||1||181,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|OTHER TECH-,,,,OTHER TECH-,181,,,,,,,
RCGTH-NA,1,NA||46||1||337,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG Latam,,,,RCG Latam,337,,,,,,,
RCGTH-NA,1,NA||46||1||434,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|Retail ES,,,,Retail ES,434,,,,,,,
RCGTH-NA,1,NA||46||1||83,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|NATIONAL-RHCG,,,,NATIONAL-RHCG,83,,,,,,,
RCGTH-NA,1,NA||46||1||82,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|WESTERN-RETAIL,,,,WESTERN-RETAIL,82,,,,,,,
RCGTH-NA,1,NA||46||1||437||1150,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Western|West 4,,,,RCG US Western,437,West 4,1150,,,,,
RCGTH-NA,1,NA||46||1||641,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|Retail CDE,,,,Retail CDE,641,,,,,,,
RCGTH-NA,1,NA||46||1||427||834,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H Latam|T&H Brazil,,,,T&H Latam,427,T&H Brazil,834,,,,,
RCGTH-NA,1,NA||46||1||427||835,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H Latam|T&H RO_ LATAM,,,,T&H Latam,427,T&H RO_ LATAM,835,,,,,
RCGTH-NA,1,NA||46||1||427,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H Latam,,,,T&H Latam,427,,,,,,,
Insurance-NA,11,NA||43||11||101||706,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBU011|Canada,,,,SBU011,101,Canada,706,,,,,
Insurance-NA,11,NA||43||11||102||236,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|EAST SBU|AXA - US,,,,EAST SBU,102,AXA - US,236,,,,,
Insurance-NA,11,NA||43||11||250||382,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|ING NA|ING BPS,,,,ING NA,250,ING BPS,382,,,,,
Insurance-NA,11,NA||43||11||253||717,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBU004|Helio,,,,SBU004,253,Helio,717,,,,,
Insurance-NA,11,NA||43||11||321||673,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBU009|North America,,,,SBU009,321,North America,673,,,,,
Insurance-NA,11,NA||43||11||326||674,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBU005|North America,,,,SBU005,326,North America,674,,,,,
Insurance-NA,11,NA||43||11||461||930,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUA|SBUA01,,,,SBUA,461,SBUA01,930,,,,,
Insurance-NA,11,NA||43||11||461||931,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUA|SBUA02,,,,SBUA,461,SBUA02,931,,,,,
Insurance-NA,11,NA||43||11||461||932,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUA|SBUA03,,,,SBUA,461,SBUA03,932,,,,,
Insurance-NA,11,NA||43||11||461||933,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUA|SBUA04,,,,SBUA,461,SBUA04,933,,,,,
Insurance-NA,11,NA||43||11||461||934,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUA|SBUA05,,,,SBUA,461,SBUA05,934,,,,,
Insurance-NA,11,NA||43||11||461||935,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUA|SBUA06,,,,SBUA,461,SBUA06,935,,,,,
Insurance-NA,11,NA||43||11||461||936,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUA|SBUA07,,,,SBUA,461,SBUA07,936,,,,,
Insurance-NA,11,NA||43||11||461||937,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUA|SBUA08,,,,SBUA,461,SBUA08,937,,,,,
Insurance-NA,11,NA||43||11||461||938,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUA|SBUA09,,,,SBUA,461,SBUA09,938,,,,,
Insurance-NA,11,NA||43||11||462||1078,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUB|SBUB07,,,,SBUB,462,SBUB07,1078,,,,,
Insurance-NA,11,NA||43||11||462||939,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUB|SBUB01,,,,SBUB,462,SBUB01,939,,,,,
Insurance-NA,11,NA||43||11||462||940,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUB|SBUB02,,,,SBUB,462,SBUB02,940,,,,,
Insurance-NA,11,NA||43||11||462||941,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUB|SBUB03,,,,SBUB,462,SBUB03,941,,,,,
Insurance-NA,11,NA||43||11||462||942,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUB|SBUB04,,,,SBUB,462,SBUB04,942,,,,,
Insurance-NA,11,NA||43||11||462||943,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUB|SBUB05,,,,SBUB,462,SBUB05,943,,,,,
Insurance-NA,11,NA||43||11||462||944,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUB|SBUB06,,,,SBUB,462,SBUB06,944,,,,,
Insurance-NA,11,NA||43||11||463||945,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUC|SBUC01,,,,SBUC,463,SBUC01,945,,,,,
Insurance-NA,11,NA||43||11||463||946,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUC|SBUC02,,,,SBUC,463,SBUC02,946,,,,,
Insurance-NA,11,NA||43||11||463||947,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUC|SBUC03,,,,SBUC,463,SBUC03,947,,,,,
Insurance-NA,11,NA||43||11||463||948,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUC|SBUC04,,,,SBUC,463,SBUC04,948,,,,,
Insurance-NA,11,NA||43||11||463||949,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUC|SBUC05,,,,SBUC,463,SBUC05,949,,,,,
Insurance-NA,11,NA||43||11||463||950,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUC|SBUC06,,,,SBUC,463,SBUC06,950,,,,,
Insurance-NA,11,NA||43||11||463||951,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUC|SBUC07,,,,SBUC,463,SBUC07,951,,,,,
Insurance-NA,11,NA||43||11||463||952,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUC|SBUC08,,,,SBUC,463,SBUC08,952,,,,,
Insurance-NA,11,NA||43||11||463||953,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUC|SBUC09,,,,SBUC,463,SBUC09,953,,,,,
Insurance-NA,11,NA||43||11||464||954,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUZ|SBUZ01,,,,SBUZ,464,SBUZ01,954,,,,,
